X0,Y0,Z0,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,Tipo
0.023071,-0.218612,1.95844,0.019867,0.129236,2.00156,0.016671,0.461769,2.02892,0.042873,0.624594,2.03373,-0.135983,0.309726,1.9675,-0.194109,0.051344,1.91741,-0.191305,-0.150552,1.80824,-0.180444,-0.199624,1.79044,0.195711,0.297189,2.01061,0.228611,0.033322,1.96298,0.224462,-0.166076,1.84924,0.207065,-0.203002,1.83769,-0.053691,-0.210872,1.90754,-0.057976,-0.647946,1.89696,-0.080281,-1.08484,1.83441,-0.067688,-1.09163,1.71251,0.098863,-0.217091,1.92687,0.095631,-0.649084,1.88772,0.118946,-1.08893,1.79785,0.127742,-1.09538,1.6762,0.017477,0.38058,2.02467,-0.1604,-0.264742,1.76675,-0.143655,-0.210084,1.76142,0.194014,-0.268063,1.80367,0.250838,-0.189063,1.81972,0
0.023061,-0.218705,1.95845,0.01982,0.129202,2.00156,0.016541,0.46179,2.02889,0.042763,0.624669,2.03376,-0.136056,0.309729,1.96752,-0.194109,0.051343,1.91742,-0.191313,-0.150648,1.80854,-0.180743,-0.199703,1.79144,0.195454,0.296861,2.01034,0.228668,0.033584,1.96323,0.224626,-0.165869,1.84967,0.20691,-0.202613,1.83859,-0.053698,-0.210881,1.90754,-0.057482,-0.647596,1.89703,-0.081783,-1.0847,1.83638,-0.06922,-1.09148,1.71454,0.09886,-0.217372,1.92688,0.095855,-0.648765,1.88743,0.119617,-1.08894,1.79742,0.128341,-1.09535,1.67584,0.017375,0.380584,2.02465,-0.159094,-0.265811,1.76877,-0.140856,-0.209341,1.76844,0.194774,-0.269354,1.80732,0.253609,-0.185527,1.82334,0
0.023127,-0.218652,1.95836,0.019806,0.12922,2.00152,0.016448,0.461807,2.02887,0.042627,0.624664,2.03368,-0.136118,0.309733,1.96748,-0.194109,0.05134,1.91742,-0.191341,-0.150759,1.80881,-0.181311,-0.200316,1.79114,0.195371,0.297207,2.01046,0.228664,0.033602,1.96328,0.224692,-0.165855,1.84979,0.206833,-0.202403,1.83776,-0.053603,-0.210644,1.90741,-0.057596,-0.647005,1.89688,-0.081505,-1.08436,1.83677,-0.068933,-1.09112,1.715,0.09892,-0.217419,1.9268,0.096259,-0.648832,1.8869,0.119362,-1.08895,1.79747,0.128105,-1.09534,1.67596,0.017309,0.380602,2.02462,-0.160084,-0.26508,1.76956,-0.137686,-0.211137,1.77704,0.195075,-0.266931,1.80468,0.252407,-0.186801,1.82125,0
0.023136,-0.218645,1.95834,0.01973,0.129241,2.0015,0.016118,0.461877,2.02883,0.042452,0.624656,2.03372,-0.136357,0.309712,1.9675,-0.194145,0.051284,1.91757,-0.191398,-0.150795,1.80896,-0.181237,-0.200293,1.79131,0.195293,0.297236,2.01043,0.228617,0.03367,1.96336,0.22477,-0.165814,1.84996,0.207482,-0.201952,1.83813,-0.053595,-0.21056,1.90739,-0.057782,-0.647053,1.89699,-0.081403,-1.08412,1.83677,-0.068862,-1.09087,1.71505,0.098941,-0.217473,1.92676,0.096336,-0.649057,1.88674,0.120325,-1.0887,1.79665,0.129021,-1.09507,1.6752,0.017057,0.380659,2.02458,-0.159675,-0.265826,1.76813,-0.140008,-0.208659,1.77128,0.194578,-0.2676,1.80405,0.252933,-0.186896,1.82228,0
0.023119,-0.218648,1.95833,0.019561,0.129211,2.00143,0.01569,0.461811,2.02869,0.042157,0.624687,2.03365,-0.137521,0.309478,1.96741,-0.194173,0.051136,1.91766,-0.191447,-0.150976,1.80919,-0.182132,-0.200441,1.79194,0.195103,0.297366,2.01039,0.228591,0.033749,1.9635,0.224817,-0.165731,1.85015,0.207053,-0.201128,1.83851,-0.053631,-0.210479,1.90743,-0.057466,-0.647245,1.89687,-0.081618,-1.0839,1.83692,-0.069118,-1.09064,1.71523,0.098889,-0.217608,1.92664,0.096338,-0.648384,1.88624,0.120544,-1.08874,1.7966,0.12919,-1.09509,1.67519,0.016699,0.380603,2.02446,-0.162205,-0.266534,1.77117,-0.13919,-0.214198,1.77789,0.194262,-0.268434,1.80821,0.251207,-0.189437,1.82046,0
0.023111,-0.218647,1.95833,0.019429,0.129205,2.00141,0.015333,0.461799,2.02865,0.041569,0.624782,2.03356,-0.137604,0.309561,1.96738,-0.194274,0.051032,1.91791,-0.1915,-0.150984,1.80929,-0.182334,-0.200623,1.79167,0.19497,0.297452,2.01036,0.228511,0.033889,1.96353,0.224839,-0.165616,1.85027,0.206465,-0.201149,1.83848,-0.053641,-0.210421,1.90744,-0.057875,-0.647004,1.89684,-0.081422,-1.08375,1.83697,-0.06893,-1.09048,1.71531,0.098859,-0.217667,1.9266,0.09671,-0.648825,1.88529,0.121236,-1.08876,1.79621,0.129864,-1.0951,1.67483,0.016402,0.380594,2.02443,-0.161329,-0.26632,1.7689,-0.137828,-0.214583,1.78276,0.192946,-0.268246,1.80699,0.251364,-0.189294,1.82049,0
0.023044,-0.218614,1.95827,0.019123,0.129303,2.00137,0.014655,0.46202,2.02873,0.040947,0.624788,2.03332,-0.137708,0.30959,1.96741,-0.194413,0.050865,1.91816,-0.19163,-0.151186,1.80966,-0.183875,-0.201137,1.79218,0.194797,0.297497,2.01026,0.228449,0.033983,1.9636,0.224898,-0.165541,1.85041,0.206252,-0.20098,1.83776,-0.053748,-0.210292,1.90743,-0.058231,-0.646625,1.89682,-0.081351,-1.08353,1.83698,-0.068893,-1.09024,1.71536,0.098796,-0.217715,1.92645,0.096715,-0.648701,1.88514,0.121724,-1.08881,1.79703,0.130312,-1.09514,1.67568,0.015823,0.380783,2.02446,-0.163235,-0.266699,1.77103,-0.140919,-0.213227,1.77327,0.195053,-0.266869,1.80699,0.252265,-0.187634,1.82156,0
0.023046,-0.218595,1.95827,0.018943,0.129366,2.00133,0.01408,0.462147,2.02858,0.039803,0.624877,2.03286,-0.139453,0.309558,1.96785,-0.194446,0.050633,1.9183,-0.191695,-0.151449,1.8099,-0.183978,-0.201603,1.79146,0.194583,0.297699,2.01023,0.228347,0.034116,1.96362,0.224911,-0.16542,1.85048,0.206575,-0.200337,1.83732,-0.053738,-0.210211,1.9075,-0.058438,-0.646601,1.89674,-0.081648,-1.08341,1.83781,-0.069372,-1.09012,1.71619,0.098796,-0.217712,1.92643,0.09682,-0.648224,1.88478,0.122219,-1.08867,1.79667,0.130609,-1.09498,1.67533,0.015356,0.380896,2.02434,-0.162483,-0.266625,1.76979,-0.137223,-0.210251,1.80135,0.195928,-0.266409,1.80785,0.254246,-0.185507,1.82393,0
0.023359,-0.218429,1.9582,0.018657,0.129444,2.00131,0.012574,0.46221,2.02851,0.038216,0.624976,2.03245,-0.140346,0.30951,1.96811,-0.194629,0.050185,1.91863,-0.19196,-0.15192,1.81031,-0.183301,-0.203007,1.79135,0.193838,0.298305,2.00975,0.228303,0.034552,1.96387,0.225026,-0.165071,1.85092,0.206797,-0.198634,1.8373,-0.053463,-0.210016,1.90755,-0.058861,-0.646656,1.89692,-0.082305,-1.0831,1.83911,-0.070238,-1.0898,1.71747,0.099159,-0.217581,1.92626,0.097822,-0.647741,1.88355,0.121547,-1.08882,1.79762,0.129729,-1.09511,1.67627,0.014219,0.380977,2.02429,-0.16157,-0.268394,1.7704,-0.153209,-0.202748,1.76196,0.19692,-0.26433,1.8066,0.253887,-0.184533,1.82372,0
0.033631,-0.214519,1.95814,0.02339,0.130963,2.00058,0.013916,0.462353,2.02742,0.040647,0.624955,2.02989,-0.140104,0.309934,1.96802,-0.193815,0.051545,1.92015,-0.18894,-0.151146,1.81292,-0.170121,-0.201218,1.7923,0.195963,0.300477,2.00967,0.235261,0.03425,1.96737,0.232764,-0.164767,1.85309,0.218716,-0.20356,1.83583,-0.043598,-0.207209,1.90706,-0.055614,-0.642064,1.90182,-0.08086,-1.07106,1.8359,-0.068988,-1.0778,1.71439,0.109502,-0.212712,1.92682,0.13405,-0.632331,1.85665,0.166818,-1.0796,1.82654,0.173995,-1.08619,1.70523,0.016271,0.381399,2.02333,-0.150045,-0.269948,1.77399,-0.127391,-0.19752,1.79034,0.209604,-0.251981,1.81029,0.261832,-0.216321,1.82788,0
0.038245,-0.213509,1.95769,0.02825,0.131501,2.00048,0.018753,0.462138,2.02767,0.046023,0.624593,2.02889,-0.138671,0.310016,1.96798,-0.191881,0.051522,1.92031,-0.185067,-0.151218,1.81328,-0.166699,-0.201537,1.79206,0.198733,0.2998,2.00898,0.238551,0.03449,1.96848,0.237287,-0.164468,1.85409,0.224199,-0.203395,1.83621,-0.039213,-0.206829,1.90651,-0.054273,-0.638981,1.90015,-0.080971,-1.06546,1.83799,-0.069279,-1.0722,1.71664,0.114156,-0.211105,1.92651,0.150463,-0.62613,1.85,0.189832,-1.07034,1.84946,0.196419,-1.07716,1.72821,0.0211,0.381387,2.02347,-0.146133,-0.269375,1.77458,-0.122319,-0.196834,1.78975,0.216153,-0.254941,1.81036,0.277493,-0.186479,1.83286,0
0.045372,-0.212152,1.95704,0.035422,0.132001,2.00007,0.025828,0.461584,2.02751,0.053306,0.623528,2.02829,-0.134069,0.310363,1.96821,-0.186761,0.053064,1.92116,-0.181072,-0.149574,1.8139,-0.159252,-0.19905,1.79184,0.205294,0.298926,2.00957,0.24434,0.033846,1.96989,0.242972,-0.164588,1.85456,0.230491,-0.204366,1.83571,-0.032683,-0.206204,1.9058,-0.051804,-0.635374,1.89818,-0.080255,-1.05997,1.83984,-0.068494,-1.06673,1.71858,0.121557,-0.209057,1.92595,0.154015,-0.624128,1.8496,0.203252,-0.980466,1.85614,0.241268,-0.967006,1.75585,0.028199,0.381107,2.02324,-0.14237,-0.268118,1.77546,-0.11706,-0.194963,1.79189,0.224182,-0.254197,1.80824,0.284116,-0.184307,1.83186,0
0.05095,-0.212279,1.95639,0.043107,0.131913,2.00001,0.035753,0.461385,2.02824,0.064565,0.622566,2.02848,-0.122465,0.311232,1.96802,-0.180419,0.054267,1.92144,-0.1731,-0.148307,1.81418,-0.151525,-0.2003,1.79134,0.212863,0.296223,2.00883,0.251758,0.031952,1.97092,0.250158,-0.165851,1.8545,0.237749,-0.205216,1.83631,-0.027216,-0.206249,1.90461,-0.050413,-0.631508,1.89659,-0.073531,-0.986787,1.85072,-0.082535,-0.951561,1.7405,0.127016,-0.2093,1.92588,0.193784,-0.60293,1.84689,0.24362,-0.955383,1.85833,0.281337,-0.962937,1.7637,0.037562,0.380947,2.02374,-0.133996,-0.266879,1.77151,-0.109648,-0.197334,1.79315,0.235136,-0.256545,1.80848,0.288351,-0.189185,1.82833,0
0.061422,-0.212458,1.9558,0.054671,0.131269,1.99951,0.047933,0.460161,2.02774,0.076361,0.621896,2.02902,-0.110407,0.311821,1.96745,-0.171641,0.053773,1.92044,-0.164879,-0.148636,1.81273,-0.144066,-0.200358,1.79,0.221836,0.294264,2.00833,0.259774,0.027911,1.97078,0.260686,-0.169293,1.85325,0.2467,-0.207578,1.83557,-0.016855,-0.206049,1.90291,-0.0484,-0.627539,1.89449,-0.072697,-0.979792,1.85227,-0.071506,-0.940801,1.74134,0.137221,-0.209886,1.92643,0.202464,-0.603143,1.84924,0.265451,-0.950029,1.8619,0.308922,-0.968028,1.77713,0.049639,0.379872,2.02324,-0.130184,-0.267153,1.77512,-0.100664,-0.198265,1.79475,0.240926,-0.2539,1.8085,0.299278,-0.18905,1.83227,0
0.072392,-0.212668,1.95587,0.066096,0.130691,1.99991,0.059641,0.459179,2.02843,0.091141,0.620797,2.0304,-0.098943,0.311407,1.96718,-0.161781,0.053002,1.92027,-0.156691,-0.149396,1.81246,-0.135534,-0.200638,1.79099,0.233127,0.291803,2.008,0.268669,0.02514,1.9711,0.271261,-0.171824,1.85323,0.256594,-0.210265,1.83607,-0.006516,-0.205537,1.90212,-0.04601,-0.622706,1.89229,-0.0726,-0.975072,1.85365,-0.070637,-0.940634,1.74162,0.14835,-0.210862,1.92742,0.226618,-0.602956,1.85558,0.295455,-0.94907,1.86346,0.34339,-0.964829,1.78247,0.061296,0.37899,2.02386,-0.123077,-0.266605,1.77518,-0.105025,-0.2022,1.76221,0.248894,-0.256151,1.80802,0.304747,-0.210128,1.83007,0
0.082331,-0.21324,1.95602,0.07781,0.129762,1.99973,0.073127,0.457859,2.02781,0.106362,0.619583,2.03051,-0.084658,0.311299,1.96651,-0.151693,0.052149,1.91974,-0.145517,-0.150184,1.81185,-0.125289,-0.200446,1.79002,0.246866,0.290119,2.00829,0.279701,0.023821,1.97174,0.284357,-0.173411,1.8545,0.269472,-0.212633,1.83741,0.00349,-0.205682,1.90208,-0.041232,-0.615477,1.89093,-0.073283,-0.967604,1.85488,-0.070225,-0.942238,1.74168,0.157694,-0.211823,1.92776,0.245289,-0.597941,1.85848,0.320261,-0.942915,1.86439,0.373526,-0.965491,1.79026,0.074349,0.37777,2.02336,-0.114415,-0.265588,1.77429,-0.082956,-0.197296,1.79163,0.260316,-0.26214,1.80857,0.314021,-0.227559,1.83058,0
0.097359,-0.215526,1.95646,0.093847,0.127861,2.00006,0.089869,0.456418,2.02802,0.123829,0.618349,2.03196,-0.073706,0.311022,1.96669,-0.138896,0.05143,1.91893,-0.134213,-0.150639,1.81041,-0.113492,-0.199882,1.78822,0.261535,0.286688,2.00737,0.293791,0.023693,1.97262,0.294717,-0.174248,1.85656,0.281687,-0.21596,1.83792,0.018388,-0.20706,1.90211,-0.037191,-0.60802,1.88978,-0.071755,-0.960128,1.85672,-0.067178,-0.941441,1.74322,0.172233,-0.214939,1.92865,0.262389,-0.596092,1.86179,0.345448,-0.939138,1.86808,0.389181,-0.966595,1.79423,0.090953,0.376206,2.0236,-0.100936,-0.264602,1.77215,-0.071252,-0.193195,1.7974,0.274366,-0.273533,1.80795,0.329683,-0.213342,1.82803,0
0.122534,-0.219852,1.95675,0.125286,0.123006,1.99913,0.127529,0.451079,2.02565,0.164322,0.613558,2.03102,-0.032555,0.307309,1.96672,-0.106347,0.051751,1.91593,-0.103163,-0.150622,1.80796,-0.087037,-0.201327,1.78534,0.299995,0.281735,2.00775,0.326449,0.013941,1.97137,0.322317,-0.183858,1.85517,0.309834,-0.222943,1.83764,0.043491,-0.210232,1.90413,-0.027368,-0.602649,1.88741,-0.06839,-0.954228,1.85684,-0.068718,-0.944432,1.74372,0.196426,-0.220242,1.92729,0.289254,-0.596918,1.86595,0.377786,-0.93833,1.87455,0.422918,-0.969001,1.79628,0.127095,0.370983,2.02161,-0.074436,-0.267214,1.76815,-0.044261,-0.197767,1.79044,0.30538,-0.270057,1.80806,0.359411,-0.208604,1.82645,0
0.140155,-0.222671,1.95723,0.144869,0.120007,1.99918,0.148401,0.447999,2.02536,0.185741,0.61074,2.03033,-0.015227,0.305038,1.96629,-0.08724,0.045475,1.91304,-0.087592,-0.156177,1.80361,-0.071223,-0.201409,1.78402,0.317925,0.27783,2.00751,0.345268,0.008416,1.97072,0.337421,-0.189016,1.85406,0.326891,-0.228145,1.83746,0.060498,-0.212684,1.90559,-0.018804,-0.614868,1.88661,-0.068877,-0.965176,1.85592,-0.069884,-0.942404,1.74254,0.213919,-0.22333,1.92685,0.302229,-0.593991,1.86746,0.381802,-0.937548,1.8772,0.428533,-0.972498,1.80469,0.147715,0.367913,2.0214,-0.059349,-0.267887,1.76562,-0.028973,-0.19821,1.78719,0.316296,-0.277276,1.80872,0.374851,-0.218568,1.82457,0
0.156317,-0.224615,1.95547,0.163869,0.117582,1.99812,0.170296,0.445041,2.02523,0.209467,0.60807,2.03067,0.008716,0.302207,1.96475,-0.065543,0.040209,1.91064,-0.070769,-0.161919,1.80238,-0.052713,-0.204202,1.78189,0.338468,0.274062,2.00611,0.366277,0.00714,1.96978,0.358619,-0.190583,1.85369,0.343097,-0.231353,1.83713,0.075844,-0.214061,1.90484,-0.003212,-0.6034,1.88391,-0.065925,-0.951959,1.8575,-0.066874,-0.94453,1.74467,0.230238,-0.22578,1.9241,0.311313,-0.59013,1.86724,0.382734,-0.935457,1.87791,0.42925,-0.972382,1.80538,0.168891,0.365091,2.02101,-0.038042,-0.270933,1.7629,-0.010642,-0.197581,1.791,0.335462,-0.289741,1.80748,0.396896,-0.215084,1.82995,0
0.177988,-0.227052,1.95402,0.186801,0.114763,1.99735,0.193928,0.441914,2.02515,0.233113,0.604922,2.03006,0.027426,0.299586,1.96492,-0.04496,0.037771,1.91049,-0.04607,-0.163836,1.80103,-0.031716,-0.207155,1.78167,0.361182,0.271113,2.00551,0.387946,0.00423,1.96939,0.378493,-0.194031,1.85449,0.365368,-0.233146,1.83648,0.098006,-0.216874,1.90489,0.00808,-0.60122,1.88311,-0.063715,-0.948118,1.85782,-0.067481,-0.945541,1.74592,0.250555,-0.227747,1.92131,0.320304,-0.586714,1.86518,0.385656,-0.929425,1.87844,0.431387,-0.972044,1.80879,0.192417,0.36203,2.02076,-0.017979,-0.272481,1.76062,0.009897,-0.202556,1.78804,0.359101,-0.287117,1.80757,0.417178,-0.217548,1.8275,0
0.203996,-0.228199,1.9531,0.211203,0.113243,1.99655,0.216699,0.440088,2.02443,0.257421,0.601922,2.02877,0.058302,0.297873,1.96423,-0.02106,0.033622,1.90976,-0.025313,-0.1677,1.79985,-0.009495,-0.208729,1.78386,0.389403,0.268872,2.00809,0.414599,0.003764,1.97129,0.402914,-0.195048,1.85767,0.388361,-0.23482,1.8375,0.122673,-0.218309,1.90468,0.020957,-0.606216,1.88158,-0.064723,-0.950011,1.85762,-0.06726,-0.944476,1.74512,0.276702,-0.22853,1.91976,0.331925,-0.590083,1.86295,0.388823,-0.930014,1.88024,0.429314,-0.970959,1.81589,0.215605,0.360274,2.02002,0.004442,-0.275543,1.76367,0.01851,-0.201814,1.75931,0.378522,-0.296526,1.81149,0.435858,-0.228007,1.82512,0
0.224682,-0.228663,1.95377,0.233621,0.11226,1.99644,0.240709,0.438593,2.02346,0.281461,0.6011,2.02857,0.08268,0.296837,1.9634,0.002839,0.030787,1.90954,-0.000601,-0.17128,1.80116,0.015049,-0.209996,1.78519,0.411886,0.266337,2.0099,0.434472,0.002716,1.97168,0.431166,-0.195888,1.85728,0.41282,-0.23391,1.83814,0.144147,-0.219096,1.90401,0.034615,-0.617161,1.87896,-0.06066,-0.958432,1.85711,-0.070673,-0.942144,1.74436,0.2959,-0.228687,1.92181,0.349634,-0.590297,1.86089,0.39241,-0.930761,1.88252,0.430074,-0.970635,1.81746,0.239247,0.358905,2.01928,0.029347,-0.276347,1.76543,0.057166,-0.206326,1.79223,0.404197,-0.290811,1.8115,0.463254,-0.209968,1.82708,0
